Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
05-01-2025,13:52:32,BK200109,Success,C92150,Prime Plus,Patuli,Rajarhat,280,55,null,null,No,null,1189,UPI,21,4.9,3.9
20-01-2025,00:01:51,BK230509,Failed,C13237,Prime SUV,Chowringhee,Shyambazar,null,null,Change of plans,null,null,null,112,null,0,null,null
11-01-2025,07:02:02,BK797274,Success,C24573,Bike,Bowbazar,Tollygunge,null,null,AC is Not working,null,null,null,261,null,0,null,null
03-01-2025,02:24:20,BK603114,Success,C18137,Bike,Entally,Maniktala,182,125,null,null,Yes,Customer Demand,278,UPI,45,4.5,4.4
26-01-2025,14:29:31,BK399798,Success,C56868,eBike,Lake Town,Kankurgachi,null,null,null,null,null,null,391,null,0,null,null
29-01-2025,14:08:46,BK704902,Success,C26199,Prime Sedan,Lake Town,Belgachia,119,25,null,null,No,null,140,UPI,40,3.5,4.7
25-01-2025,16:01:16,BK684575,Failed,C31352,Mini,Ultadanga,Kankurgachi,null,null,null,Customer related issue,null,null,370,null,0,null,null
08-01-2025,09:05:50,BK401226,Success,C67848,Auto,Sinthi,Chowringhee,203,90,null,null,No,null,2962,Cash,12,4.9,4.5
29-01-2025,21:36:10,BK687504,Success,C88518,eBike,Ballygunge,Burrabazar,119,100,null,null,No,null,212,UPI,39,3.4,4.1
30-01-2025,10:58:07,BK967023,Success,C71633,Prime SUV,Sarat Bose Road,Kankurgachi,154,80,null,null,No,null,173,UPI,2,3.5,3.2
21-01-2025,07:39:51,BK232402,Failed,C69299,eBike,Bhawanipore,Burrabazar,null,null,Driver is not moving towards pickup location,null,null,null,521,null,0,null,null
14-01-2025,19:59:04,BK415513,Success,C99473,Prime SUV,Burrabazar,Naktala,null,null,Driver asked to cancel,null,null,null,724,null,0,null,null
04-01-2025,14:33:18,BK767426,Success,C72895,Prime Plus,Alipore,Lake Town,null,null,null,More than permitted people in there,null,null,554,null,0,null,null
20-01-2025,05:12:57,BK654757,Success,C35227,Prime SUV,Baguiati,Rajarhat,70,60,null,null,No,null,430,UPI,3,3.2,4.5
23-01-2025,13:58:28,BK160737,Failed,C21896,Auto,Sinthi,Hazra,91,85,null,null,No,null,379,UPI,19,3.7,3.9
05-01-2025,09:46:42,BK438195,Success,C51118,Auto,College Street,Ultadanga,49,125,null,null,No,null,393,Cash,19,3.5,3.2
18-01-2025,05:24:00,BK721806,Success,C55881,Mini,Bowbazar,Belgachia,null,null,null,Customer was coughing/sick,null,null,280,null,0,null,null
23-01-2025,08:17:36,BK190516,Success,C34466,Mini,Park Street,Golf Green,null,null,null,Personal & Car related issue,null,null,135,null,0,null,null
04-01-2025,18:45:33,BK697774,Failed,C63374,Mini,Kasba,Behala,null,null,null,null,null,null,434,null,0,null,null
31-01-2025,01:15:26,BK355994,Failed,C95764,Bike,Entally,Esplanade,null,null,Driver is not moving towards pickup location,null,null,null,701,null,0,null,null
18-01-2025,13:16:29,BK134147,Failed,C72652,Prime Plus,Dunlop,College Street,252,40,null,null,No,null,194,UPI,20,3.7,3.2
17-01-2025,14:16:56,BK653084,Success,C73576,Prime SUV,Alipore,Esplanade,null,null,Change of plans,null,null,null,281,null,0,null,null
11-01-2025,01:52:34,BK419307,Success,C51152,Prime SUV,New Town,Bhawanipore,133,120,null,null,No,null,435,Cash,2,4,4.8
23-01-2025,04:50:03,BK138091,Failed,C22708,Mini,Burrabazar,Patuli,null,null,null,More than permitted people in there,null,null,157,null,0,null,null
29-01-2025,11:31:53,BK347244,Success,C47898,Prime SUV,Behala,Rashbehari,84,30,null,null,No,null,1466,Cash,8,4.4,3.9
16-01-2025,22:21:45,BK838998,Failed,C24792,Auto,Sealdah,Maniktala,null,null,AC is Not working,null,null,null,1026,null,0,null,null
24-01-2025,05:51:15,BK582590,Failed,C85694,Bike,Barasat,Dharmatala,182,75,null,null,No,null,1521,UPI,6,3.7,3.3
15-01-2025,02:43:33,BK851327,Success,C55325,Auto,Shalimar,Ultadanga,224,45,null,null,No,null,173,UPI,23,3.1,3.9
01-01-2025,12:18:56,BK453968,Success,C33514,eBike,Naktala,Jora Bridge,224,55,null,null,No,null,333,Cash,18,4.6,3.3
14-01-2025,06:00:13,BK357050,Failed,C96958,Auto,Sonarpur,Esplanade,91,85,null,null,No,null,452,UPI,6,3.9,3.6
06-01-2025,10:03:14,BK324233,Success,C45732,Bike,Madhyamgram,Burrabazar,null,null,null,Personal & Car related issue,null,null,178,null,0,null,null
23-01-2025,19:17:16,BK723287,Failed,C59313,Mini,Dharmatala,Kasba,null,null,Driver is not moving towards pickup location,null,null,null,478,null,0,null,null
28-01-2025,20:49:26,BK803156,Failed,C56292,Prime Plus,Jadavpur,Tollygunge,245,30,null,null,No,null,874,Cash,35,3.4,3.8
08-01-2025,21:53:24,BK290673,Success,C47231,Prime SUV,Gariahat,Burrabazar,112,85,null,null,Yes,Other Issue,440,Cash,31,3.4,3.5
06-01-2025,22:14:44,BK760064,Success,C37771,eBike,Kankurgachi,Maniktala,301,95,null,null,No,null,113,Cash,24,3.4,4.4
26-01-2025,22:52:49,BK382817,Success,C62636,Prime Sedan,Lake Gardens,Howrah,112,35,null,null,No,null,804,Cash,10,4.4,4.4
31-01-2025,17:45:24,BK325783,Success,C81117,Auto,Park Street,Rajarhat,null,null,null,More than permitted people in there,null,null,145,null,0,null,null
01-01-2025,21:14:44,BK166082,Success,C47789,Auto,Park Street,BBD Bagh,210,70,null,null,No,null,383,Cash,33,3.9,4
12-01-2025,05:08:59,BK846166,Failed,C78572,Prime Plus,Garden Reach,Lake Gardens,null,null,null,null,null,null,354,null,0,null,null
20-01-2025,18:57:06,BK965700,Failed,C62068,eBike,Kankurgachi,Alipore,null,null,null,Customer related issue,null,null,227,null,0,null,null
10-01-2025,03:02:28,BK683141,Success,C73460,Prime Sedan,Dharmatala,Howrah,null,null,null,Customer related issue,null,null,288,null,0,null,null
31-01-2025,15:49:47,BK932481,Failed,C24884,Prime Plus,Behala,Barasat,null,null,null,More than permitted people in there,null,null,926,null,0,null,null
03-01-2025,12:16:47,BK419948,Success,C85119,Bike,Barasat,Sinthi,189,70,null,null,No,null,301,UPI,26,3,3.1
19-01-2025,22:18:51,BK221922,Failed,C55760,Prime Sedan,Kasba,Sarat Bose Road,294,130,null,null,No,null,323,Cash,39,3.9,3.8
29-01-2025,20:45:02,BK190330,Success,C47746,eBike,Esplanade,Patuli,49,60,null,null,No,null,605,Cash,10,4.2,3.5
01-01-2025,10:57:55,BK633577,Failed,C85358,Auto,Rashbehari,Golf Green,140,120,null,null,No,null,935,Cash,2,3.4,3.9
12-01-2025,21:04:39,BK900085,Failed,C14496,Auto,Baguiati,Garden Reach,35,30,null,null,No,null,268,Cash,18,3.6,4.3
23-01-2025,12:58:46,BK899505,Failed,C93074,Auto,Bowbazar,Chowringhee,301,95,null,null,No,null,486,Cash,4,3.8,4.4
04-01-2025,18:43:00,BK318963,Failed,C80912,Prime Plus,Rashbehari,Garia,266,35,null,null,No,null,410,UPI,24,3.6,4.9
15-01-2025,08:05:28,BK152537,Success,C70752,Bike,Jadavpur,Alipore,null,null,null,Personal & Car related issue,null,null,948,null,0,null,null
04-01-2025,03:05:08,BK794615,Failed,C27595,Prime SUV,Kalighat,Kankurgachi,308,45,null,null,No,null,172,Cash,8,3.2,3.7
10-01-2025,20:47:06,BK357753,Success,C53040,Bike,Rashbehari,Lake Town,98,40,null,null,No,null,123,Cash,48,3.9,4.5
07-01-2025,08:37:17,BK830461,Success,C28169,eBike,Metiabruz,Jora Bridge,203,50,null,null,No,null,120,UPI,48,3.8,4.2
08-01-2025,04:07:49,BK376440,Success,C61857,Auto,Sonarpur,Ballygunge,null,null,Change of plans,null,null,null,198,null,0,null,null
26-01-2025,11:04:47,BK554365,Success,C88234,Bike,Kankurgachi,Maniktala,null,null,null,null,null,null,114,null,0,null,null
04-01-2025,19:49:23,BK517304,Success,C45815,Prime SUV,Patuli,Kankurgachi,140,55,null,null,No,null,208,Cash,14,4.7,4.2
23-01-2025,04:42:50,BK545726,Failed,C62147,Prime SUV,Patuli,Alipore,84,110,null,null,No,null,676,UPI,35,4,4.8
13-01-2025,21:51:38,BK886842,Failed,C40155,Prime SUV,Jadavpur,Bowbazar,126,70,null,null,No,null,306,Cash,12,4.5,4.1
21-01-2025,19:35:16,BK998306,Success,C56973,Bike,Howrah,Shyambazar,56,65,null,null,No,null,210,UPI,44,3.5,4.9
26-01-2025,14:02:17,BK764261,Success,C36438,Bike,Park Street,Alipore,35,100,null,null,No,null,477,UPI,14,4.9,4.8
11-01-2025,09:22:12,BK544346,Failed,C71216,Auto,Dumdum,Jora Bridge,56,80,null,null,No,null,408,Credit Card,4,4.7,4.6
28-01-2025,12:35:42,BK673477,Failed,C78778,Bike,Lake Town,Howrah,280,35,null,null,No,null,818,UPI,1,4.6,4.6
30-01-2025,13:08:34,BK537843,Failed,C64705,Prime SUV,Jora Bridge,Dunlop,140,35,null,null,No,null,288,Cash,49,3.1,3.9
06-01-2025,05:46:22,BK117043,Success,C46635,Mini,Garia,Sonarpur,119,35,null,null,No,null,761,Cash,23,3.6,4.6
09-01-2025,16:49:30,BK662234,Failed,C18906,eBike,Metiabruz,Golf Green,null,null,Driver is not moving towards pickup location,null,null,null,424,null,0,null,null
31-01-2025,06:11:45,BK464729,Success,C82027,Auto,Shalimar,Dumdum,154,140,null,null,No,null,192,Cash,14,4.9,4
14-01-2025,06:13:15,BK613944,Failed,C81145,Auto,Metiabruz,Jadavpur,231,85,null,null,Yes,Vehicle Breakdown,100,Cash,15,3.3,4
10-01-2025,17:07:32,BK283448,Success,C98319,Bike,Rajarhat,Naktala,126,125,null,null,No,null,202,Cash,14,4.6,3.2
05-01-2025,12:46:23,BK223854,Success,C88363,Prime Sedan,Kidderpore,Bhawanipore,294,65,null,null,No,null,134,UPI,8,3.9,4.6
26-01-2025,16:15:02,BK347756,Failed,C57103,Prime SUV,Gariahat,Dunlop,280,120,null,null,No,null,791,UPI,6,4.7,3.1
26-01-2025,17:22:42,BK821143,Success,C53324,Auto,Kankurgachi,Sonarpur,238,50,null,null,No,null,569,UPI,33,4.7,3.2
01-01-2025,17:38:19,BK156048,Failed,C69430,eBike,Kidderpore,Patuli,133,50,null,null,No,null,378,UPI,28,3.7,5
16-01-2025,02:01:11,BK506159,Success,C73681,eBike,Garia,Naktala,null,null,null,Customer was coughing/sick,null,null,455,null,0,null,null
23-01-2025,16:24:35,BK803394,Failed,C44003,Mini,Kalighat,Sarat Bose Road,84,100,null,null,No,null,787,Cash,43,3.6,3.7
03-01-2025,06:59:50,BK645276,Success,C31589,Prime Plus,Rashbehari,Chowringhee,null,null,null,Customer was coughing/sick,null,null,414,null,0,null,null
17-01-2025,10:46:01,BK562857,Failed,C11370,Mini,Shalimar,Howrah,42,55,null,null,No,null,433,Cash,9,4.7,4.2
05-01-2025,16:12:00,BK324724,Failed,C42566,Bike,Kasba,Chowringhee,119,80,null,null,No,null,340,Cash,45,4.8,3.2
06-01-2025,11:22:15,BK629483,Success,C99532,Mini,Bowbazar,Garden Reach,null,null,Driver is not moving towards pickup location,null,null,null,795,null,0,null,null
15-01-2025,12:00:47,BK704664,Success,C16311,Prime SUV,Shalimar,Barasat,null,null,null,Customer related issue,null,null,136,null,0,null,null
24-01-2025,11:13:02,BK669968,Failed,C42719,Prime SUV,Park Street,Sonarpur,196,50,null,null,Yes,Vehicle Breakdown,234,Cash,18,3,4.9
04-01-2025,06:05:39,BK307375,Success,C53699,Prime Plus,Madhyamgram,Golf Green,280,145,null,null,No,null,496,Cash,39,4.2,3.4
09-01-2025,06:56:22,BK217215,Success,C45367,Prime Plus,Shyambazar,Kasba,203,55,null,null,No,null,480,Cash,41,3.9,4.6
12-01-2025,12:15:12,BK986270,Failed,C29514,Auto,Hazra,College Street,287,120,null,null,No,null,117,Cash,7,3,4.6
25-01-2025,11:49:31,BK489207,Success,C98974,Auto,College Street,Dunlop,224,60,null,null,No,null,603,Cash,12,4.1,3.8
28-01-2025,22:35:56,BK916961,Success,C21128,eBike,Alipore,Jora Bridge,140,145,null,null,No,null,140,UPI,34,4.3,4.2
21-01-2025,19:35:51,BK853563,Success,C27354,eBike,Garia,Hazra,null,null,AC is Not working,null,null,null,210,null,0,null,null
03-01-2025,13:06:26,BK280460,Success,C53352,Bike,Dunlop,Sinthi,273,70,null,null,No,null,206,UPI,22,3.8,4.4
07-01-2025,03:47:08,BK245634,Success,C44124,Bike,Entally,Gariahat,null,null,null,Personal & Car related issue,null,null,881,null,0,null,null
20-01-2025,12:27:14,BK425673,Success,C81979,eBike,Park Street,Sarat Bose Road,301,115,null,null,No,null,413,Credit Card,19,3.5,4.1
21-01-2025,01:02:35,BK403058,Success,C89354,eBike,Naktala,Patuli,84,55,null,null,No,null,225,Cash,46,3.2,4.8
27-01-2025,04:41:12,BK233908,Success,C78063,eBike,Behala,Belgachia,null,null,Driver is not moving towards pickup location,null,null,null,756,null,0,null,null
05-01-2025,22:10:15,BK604375,Failed,C57923,Bike,Esplanade,Kidderpore,133,55,null,null,No,null,492,Cash,15,4.8,4
04-01-2025,12:01:33,BK272625,Success,C13203,Prime SUV,Dharmatala,Chowringhee,175,95,null,null,No,null,283,Cash,29,3.3,4.4
13-01-2025,21:53:18,BK782090,Success,C98461,eBike,Rashbehari,Esplanade,null,null,Wrong Address,null,null,null,964,null,0,null,null
02-01-2025,22:00:36,BK919643,Success,C45218,Prime Plus,Shyambazar,Kasba,null,null,null,Customer related issue,null,null,606,null,0,null,null
11-01-2025,01:08:00,BK226834,Success,C33936,Auto,Shyambazar,Kalighat,294,70,null,null,No,null,793,UPI,9,3.8,3.8
08-01-2025,20:16:22,BK470683,Success,C23397,Auto,Kidderpore,BBD Bagh,null,null,null,Customer related issue,null,null,388,null,0,null,null
02-01-2025,07:19:51,BK154213,Failed,C85908,Prime SUV,Dumdum,Sinthi,266,95,null,null,Yes,Vehicle Breakdown,118,Cash,16,4.4,4.8
28-01-2025,06:12:59,BK666278,Failed,C38372,eBike,Maniktala,Park Street,77,130,null,null,No,null,378,Cash,12,4,3.2
27-01-2025,21:42:51,BK550908,Success,C13550,eBike,Ultadanga,Kankurgachi,null,null,null,Customer was coughing/sick,null,null,160,null,0,null,null
10-01-2025,10:12:44,BK543568,Failed,C95761,Auto,Sarat Bose Road,Kalighat,231,35,null,null,Yes,Vehicle Breakdown,275,Cash,43,4,4.8
17-01-2025,16:26:09,BK836608,Success,C94077,Mini,Dunlop,Shalimar,252,145,null,null,No,null,465,Cash,17,4.3,4.4
07-01-2025,15:06:42,BK805533,Failed,C31487,Prime SUV,Park Street,Sonarpur,301,115,null,null,No,null,325,UPI,47,4.3,4.6
01-01-2025,15:23:43,BK902047,Failed,C36879,Prime Plus,Bhawanipore,Shyambazar,84,85,null,null,Yes,Customer Demand,1556,UPI,20,3.6,4.5
10-01-2025,18:34:27,BK865710,Success,C13780,eBike,Metiabruz,Sealdah,252,100,null,null,No,null,404,Cash,47,4.7,4.8
14-01-2025,00:45:41,BK262678,Success,C29045,Mini,Howrah,Kalighat,196,75,null,null,No,null,1558,UPI,29,4.4,3.6
31-01-2025,16:11:28,BK701797,Failed,C29429,eBike,Jadavpur,Entally,140,60,null,null,No,null,392,UPI,23,3.3,3.5
16-01-2025,05:57:21,BK498263,Success,C98544,Prime Plus,Entally,Metiabruz,238,120,null,null,No,null,197,UPI,43,3.1,3.7
02-01-2025,03:52:51,BK672310,Success,C87306,Mini,Chowringhee,Jadavpur,91,35,null,null,No,null,967,UPI,35,4.8,4.2
26-01-2025,18:01:03,BK857234,Success,C63168,Auto,Maniktala,Shyambazar,56,95,null,null,No,null,474,UPI,41,3.4,4.8
02-01-2025,10:55:30,BK938626,Success,C20814,Mini,Golf Green,Kalighat,189,110,null,null,No,null,283,Cash,9,4,4.1
07-01-2025,16:18:41,BK647096,Success,C14291,Bike,Park Street,Hazra,105,120,null,null,No,null,156,UPI,4,4.8,3.2
24-01-2025,13:57:29,BK414779,Success,C18476,Prime Sedan,Rashbehari,New Town,238,55,null,null,No,null,900,Cash,5,3,3.2
31-01-2025,14:22:21,BK891874,Success,C59846,Prime SUV,Shyambazar,Kidderpore,63,125,null,null,No,null,1614,UPI,46,4.8,4.8
11-01-2025,21:37:13,BK585478,Failed,C17381,Prime Sedan,Entally,Garia,null,null,null,null,null,null,520,null,0,null,null
13-01-2025,22:35:30,BK735805,Success,C38790,eBike,Ballygunge,Gariahat,null,null,null,More than permitted people in there,null,null,187,null,0,null,null
11-01-2025,13:00:02,BK731982,Failed,C11256,Mini,Hazra,Madhyamgram,126,50,null,null,No,null,203,Cash,39,4,3.6
30-01-2025,20:51:54,BK477626,Success,C80833,Prime Sedan,Sarat Bose Road,Golf Green,308,115,null,null,No,null,489,Cash,30,4.6,4.6
27-01-2025,09:50:34,BK411966,Failed,C10424,Prime Sedan,Rashbehari,Jora Bridge,null,null,null,Customer was coughing/sick,null,null,892,null,0,null,null
21-01-2025,08:30:48,BK432494,Success,C70565,eBike,Maniktala,Moulali,175,40,null,null,No,null,837,UPI,4,4.3,4.7
04-01-2025,00:40:12,BK571475,Success,C87444,Mini,Baguiati,Metiabruz,42,65,null,null,No,null,148,Cash,22,4.5,4.4
26-01-2025,01:08:48,BK777137,Failed,C13504,Prime Plus,College Street,Kalighat,182,95,null,null,No,null,279,Cash,5,4.1,4.7
14-01-2025,00:15:56,BK764798,Failed,C28120,Prime Sedan,BBD Bagh,Kankurgachi,56,130,null,null,No,null,943,Cash,42,4.8,3.3
09-01-2025,07:28:34,BK134592,Failed,C63545,Prime SUV,Howrah,Sonarpur,null,null,null,More than permitted people in there,null,null,1985,null,0,null,null
20-01-2025,10:38:04,BK291740,Success,C68731,eBike,Bhawanipore,Metiabruz,238,130,null,null,No,null,486,Credit Card,11,3.1,4.4
08-01-2025,14:36:20,BK611718,Success,C27781,Auto,BBD Bagh,Ballygunge,null,null,Driver asked to cancel,null,null,null,2887,null,0,null,null
08-01-2025,04:52:21,BK547368,Failed,C53188,eBike,Maniktala,Sarat Bose Road,238,140,null,null,No,null,303,UPI,47,4,3.4
03-01-2025,03:32:49,BK102397,Success,C38725,Prime SUV,Golf Green,Belgachia,null,null,null,Personal & Car related issue,null,null,466,null,0,null,null
02-01-2025,02:06:26,BK910031,Failed,C25220,Prime Plus,Hazra,Golf Green,63,85,null,null,No,null,257,Cash,43,4.2,4.8
01-01-2025,21:45:36,BK185159,Success,C82840,Prime SUV,Sinthi,Kalighat,null,null,null,Personal & Car related issue,null,null,432,null,0,null,null
05-01-2025,04:28:49,BK831907,Failed,C24417,Bike,BBD Bagh,Ballygunge,259,140,null,null,No,null,915,Cash,16,3.6,3.1
05-01-2025,17:32:27,BK225258,Failed,C33763,Prime Sedan,Behala,Bhawanipore,null,null,null,Customer related issue,null,null,472,null,0,null,null
03-01-2025,20:25:08,BK680528,Success,C23346,Mini,Madhyamgram,Tollygunge,null,null,Driver is not moving towards pickup location,null,null,null,212,null,0,null,null
11-01-2025,01:02:58,BK403211,Success,C83654,Bike,College Street,Burrabazar,126,65,null,null,No,null,411,UPI,33,3.3,3
04-01-2025,04:16:27,BK233636,Success,C67365,eBike,Golf Green,Burrabazar,98,105,null,null,No,null,807,Credit Card,3,4.7,3.3
26-01-2025,00:23:37,BK453729,Failed,C20349,Auto,Kankurgachi,Rashbehari,null,null,null,More than permitted people in there,null,null,822,null,0,null,null
01-01-2025,04:06:36,BK394591,Success,C16073,Prime Sedan,BBD Bagh,Sonarpur,null,null,AC is Not working,null,null,null,419,null,0,null,null
08-01-2025,00:26:59,BK759539,Success,C21660,Auto,Rashbehari,Naktala,null,null,Driver asked to cancel,null,null,null,157,null,0,null,null
04-01-2025,14:56:57,BK828182,Success,C32870,Prime SUV,Ultadanga,Salt Lake,105,70,null,null,Yes,Vehicle Breakdown,492,Cash,1,3.5,3.8
23-01-2025,13:25:52,BK543454,Success,C24926,Mini,Kalighat,Bhawanipore,77,30,null,null,Yes,Other Issue,483,UPI,49,4.7,3.8
25-01-2025,23:07:22,BK852154,Success,C75508,Mini,Sinthi,Rajarhat,null,null,null,null,null,null,388,null,0,null,null
17-01-2025,13:16:33,BK808802,Failed,C33425,Auto,Garden Reach,Sealdah,42,30,null,null,No,null,427,UPI,13,3.8,3.7
21-01-2025,04:41:01,BK787900,Failed,C46845,Prime Plus,Jora Bridge,Shyambazar,null,null,null,null,null,null,312,null,0,null,null
13-01-2025,06:09:36,BK972688,Failed,C48268,Prime SUV,Jadavpur,Bhawanipore,null,null,null,Personal & Car related issue,null,null,856,null,0,null,null
24-01-2025,19:31:17,BK650818,Success,C44210,Bike,Rajarhat,Shyambazar,280,130,null,null,No,null,793,UPI,39,3.1,4.6
27-01-2025,14:46:27,BK660308,Failed,C52689,Prime SUV,Jadavpur,Esplanade,252,45,null,null,No,null,455,UPI,4,3.1,3.2
15-01-2025,17:04:27,BK176888,Success,C78407,Mini,Garden Reach,Baguiati,119,115,null,null,No,null,585,Cash,3,3.3,4.5
21-01-2025,12:25:44,BK690821,Success,C85006,Bike,Garden Reach,Jora Bridge,91,105,null,null,No,null,119,Cash,31,4.8,3.5
01-01-2025,06:12:06,BK740676,Failed,C22695,Bike,Lake Gardens,Sinthi,182,125,null,null,Yes,Customer Demand,149,Cash,8,4.4,3.3
13-01-2025,10:39:37,BK246318,Failed,C58540,Prime Sedan,Salt Lake,Garia,308,65,null,null,No,null,368,Cash,47,3.5,4.3
27-01-2025,00:14:07,BK854723,Success,C71762,Prime Plus,Shalimar,Sonarpur,140,145,null,null,No,null,169,UPI,12,3.6,4.8
23-01-2025,07:36:46,BK942331,Failed,C20234,Prime SUV,Baguiati,Maniktala,252,105,null,null,No,null,2857,Cash,10,3.4,4.1
15-01-2025,16:59:48,BK417825,Success,C80447,Prime SUV,Tollygunge,Belgachia,154,65,null,null,No,null,304,UPI,7,3.2,4.4
15-01-2025,14:16:52,BK132583,Failed,C77814,Mini,Metiabruz,Sonarpur,175,75,null,null,No,null,205,Cash,48,4.3,3.9
21-01-2025,21:09:51,BK147455,Failed,C32527,Auto,Madhyamgram,Rajarhat,null,null,null,Personal & Car related issue,null,null,392,null,0,null,null
26-01-2025,01:17:17,BK652770,Success,C15499,Bike,New Town,Dharmatala,175,135,null,null,No,null,248,UPI,10,4,3.8
20-01-2025,15:55:44,BK835482,Failed,C34824,eBike,Alipore,College Street,null,null,null,More than permitted people in there,null,null,232,null,0,null,null
30-01-2025,19:15:02,BK952148,Failed,C88865,Auto,Gariahat,Park Street,217,135,null,null,No,null,378,Cash,7,4,3.3
06-01-2025,01:50:07,BK451074,Success,C73819,Prime Sedan,Jadavpur,Dharmatala,null,null,null,null,null,null,461,null,0,null,null
05-01-2025,22:45:36,BK873206,Success,C68409,eBike,Ultadanga,Barasat,273,65,null,null,No,null,488,Cash,48,4.9,4.3
30-01-2025,18:30:07,BK480876,Success,C80995,Prime SUV,Lake Town,Bowbazar,119,100,null,null,No,null,434,Credit Card,24,4.1,4
08-01-2025,02:44:38,BK951883,Success,C30679,Bike,Patuli,Hazra,null,null,null,Personal & Car related issue,null,null,348,null,0,null,null
22-01-2025,23:59:10,BK868901,Success,C19905,Auto,Gariahat,Bowbazar,126,145,null,null,No,null,209,Cash,19,3.1,4.5
12-01-2025,06:48:05,BK970989,Success,C31212,Prime Plus,Park Street,Chowringhee,63,90,null,null,No,null,199,UPI,12,4.6,3.2
26-01-2025,03:14:51,BK643611,Failed,C35761,Mini,Bowbazar,Hazra,null,null,null,null,null,null,114,null,0,null,null
24-01-2025,08:14:30,BK257674,Success,C83318,eBike,Tollygunge,Jora Bridge,null,null,Change of plans,null,null,null,256,null,0,null,null
07-01-2025,14:11:47,BK265238,Failed,C61069,eBike,New Town,Hazra,null,null,Change of plans,null,null,null,432,null,0,null,null
